,iid_0,gender_0,pid_0,stdzed_scored_decision_0,iid_1,gender_1,pid_1,stdzed_scored_decision_1
385,213,0,219.0,0.16998557648674759,219,1,213.0,0.7281361358607615
386,213,0,220.0,-0.8013605748660967,220,1,213.0,-0.05104503083349153
387,213,0,221.0,0.16998557648674759,221,1,213.0,0.3642548067573166
388,213,0,222.0,-1.772706726218941,222,1,213.0,-0.6556586521631698
389,213,0,223.0,0.16998557648674759,223,1,213.0,0.6218387388104952
390,213,0,224.0,0.16998557648674759,224,1,213.0,0.461566331377051
391,213,0,225.0,0.16998557648674759,225,1,213.0,1.2276550283288095
392,213,0,226.0,1.627004803516014,226,1,213.0,-0.2398687393410304
393,213,0,227.0,1.627004803516014,227,1,213.0,0.49597488980192445
394,213,0,228.0,-0.8013605748660967,228,1,213.0,1.2158786771889396
395,213,0,229.0,0.16998557648674759,229,1,213.0,0.48017246624071086
396,213,0,230.0,-0.8013605748660967,230,1,213.0,1.3805024225476268
397,213,0,231.0,0.16998557648674759,231,1,213.0,-0.061156826931381365
398,213,0,232.0,0.16998557648674759,232,1,213.0,1.0706860954938187
399,213,0,233.0,-0.8013605748660967,233,1,213.0,0.0
